step,parameter_comb,prop_A_seq_minus_ea,prop_B_seq_minus_ea,prop_C_seq_minus_ea
1000,465,0,0,0
1825,465,1,0,0
3650,465,1,0.95,0
5000,465,1,1,0
7300,465,0.08999999999999997,1,0.91
10000,465,0,0.65,0.94
730,466,1,0,0
1000,466,1,0,0
1825,466,0.9,1,0.04
3650,466,0,0,0.22999999999999998
5000,466,0,0,0
7300,466,0,0,0
10000,466,0,0,0
730,467,0,0,0
1000,467,0,0,0
1825,467,0.92,0,0
3650,467,1,0,0
5000,467,1,0.94,0
7300,467,0,1,0
10000,467,0,0.5,0.72
730,468,1,0,0
1000,468,1,0,0
1825,468,1,0.5,0
3650,468,1,1,0.77
5000,468,0.06000000000000005,1,1
7300,468,0,0.31000000000000005,0.6599999999999999
10000,468,0,0,0
730,469,0,0,0
1000,469,0,0,0
1825,469,0,0,0
3650,469,1,0,0
5000,469,1,0,0
7300,469,0.99,0.98,0
10000,469,0,1,0
730,470,1,0,0
1000,470,1,0.95,0
1825,470,1,1,0.56
3650,470,0,0.33999999999999997,0.84
5000,470,0,0,0.020000000000000018
7300,470,0,0,0
10000,470,0,0,0
730,471,0,0,0
1000,471,0,0,0
1825,471,0,0,0
3650,471,1,0,0
5000,471,1,0,0
7300,471,1,0.01,0
10000,471,1,0.68,0
730,472,0,0,0
1000,472,0,0,0
1825,472,0.63,0,0
3650,472,1,0,0
5000,472,1,0.75,0
7300,472,0.5700000000000001,1,0
10000,472,0,0.97,0.81
730,473,1,0,0
1000,473,1,0,0
1825,473,1,1,0
3650,473,1,1,1
5000,473,1,1,1
7300,473,1,1,1
10000,473,0.99,1,1
730,474,0,0.43000000000000005,0.6100000000000001
1000,474,0,0.010000000000000009,0.31999999999999995
1825,474,0,0,0
3650,474,0,0,0
5000,474,0,0,0
7300,474,0,0,0
10000,474,0,0,0
730,475,0,0,0
1000,475,1,0,0
1825,475,1,0,0
3650,475,1,1,0
5000,475,0.99,1,0.87
7300,475,0,0.98,0.99
10000,475,0,0.24,0.71
730,476,0,0,0
1000,476,0,0,0
1825,476,0,0,0
3650,476,0,0,0
5000,476,0,0,0
7300,476,0,0,0
10000,476,0,0,0
730,477,0,0,0
1000,477,0,0,0
1825,477,0.44,0,0
3650,477,1,0,0
5000,477,1,0.02,0
7300,477,1,1,0
10000,477,1,1,0.14
730,478,0.01,0,0
1000,478,1,0,0
1825,478,1,0,0
3650,478,0.010000000000000009,1,0.17
5000,478,0,0.39,0.83
7300,478,0,0,0.13
10000,478,0,0,0
730,479,0,0,0
1000,479,0.17,0,0
1825,479,1,0,0
3650,479,1,1,0
5000,479,1,1,0.05
7300,479,0.52,1,0.99
10000,479,0,0.95,0.99
730,480,1,1,0.91
1000,480,1,1,1
1825,480,1,1,1
3650,480,0.10999999999999999,0.98,0.98
5000,480,0,0.44999999999999996,0.5800000000000001
7300,480,0,0,0.010000000000000009
10000,480,0,0,0
730,481,0,0,0
1000,481,0,0,0
1825,481,0.06,0,0
3650,481,1,0,0
5000,481,1,0.09,0
7300,481,1,1,0
10000,481,0.6799999999999999,1,0.37
730,482,1,0,0
1000,482,1,0,0
1825,482,1,1,0
3650,482,0,0.020000000000000018,0.5700000000000001
5000,482,0,0,0
7300,482,0,0,0
10000,482,0,0,0
730,483,1,0.68,0
1000,483,0.13,1,0
1825,483,0,0.14,0.6799999999999999
3650,483,0,0,0
5000,483,0,0,0
7300,483,0,0,0
10000,483,0,0,0
730,484,0,0,0
1000,484,0.16,0,0
1825,484,1,0,0
3650,484,1,1,0
5000,484,0.99,1,0.16
7300,484,0,1,0.93
10000,484,0,0.20999999999999996,0.71
730,485,0,0,0
1000,485,0,0,0
1825,485,0.44,0,0
3650,485,1,0,0
5000,485,1,0.27,0
7300,485,1,1,0
10000,485,0.81,1,0.35
730,486,0,0,0
1000,486,0,0,0
1825,486,1,0,0
3650,486,1,0.17,0
5000,486,1,1,0
7300,486,1,1,0.53
10000,486,0.29000000000000004,1,0.97
730,487,0,0,0
1000,487,0,0,0
1825,487,0.99,0,0
3650,487,1,0,0
5000,487,1,1,0
7300,487,0.15000000000000002,1,0.09
10000,487,0,0.6799999999999999,0.88
730,488,0,0,0
1000,488,0,0,0
1825,488,0.88,0,0
3650,488,1,0,0
5000,488,1,0.48,0
7300,488,1,1,0
10000,488,0.71,1,0.45
730,489,0,0,0
1000,489,0,0,0
1825,489,1,0,0
3650,489,1,1,0
5000,489,1,1,0
7300,489,0.87,1,0.95
10000,489,0,0.98,1
730,490,0,0,0
1000,490,0,0,0
1825,490,0,0,0
3650,490,1,0,0
5000,490,1,0,0
7300,490,1,0.02,0
10000,490,1,0.9,0
730,491,0,0,0
1000,491,0,0,0
1825,491,1,0,0
3650,491,1,0.15,0
5000,491,1,1,0
7300,491,0.13,1,0.46
10000,491,0,0.76,0.94
730,492,0,0,0
1000,492,0,0,0
1825,492,0,0,0
3650,492,1,0,0
5000,492,1,0,0
7300,492,1,1,0
10000,492,0.07999999999999996,1,0.01
730,493,0,0,0
1000,493,1,0,0
1825,493,1,0,0
3650,493,1,1,0
5000,493,1,1,0.76
7300,493,0.41000000000000003,1,1
10000,493,0,0.85,0.99
730,494,1,0,0
1000,494,1,0,0
1825,494,0.8,1,0
3650,494,0,0,0.24
5000,494,0,0,0
7300,494,0,0,0
10000,494,0,0,0
730,495,0,0,0
1000,495,0.04,0,0
1825,495,1,0,0
3650,495,1,0.98,0
5000,495,1,1,0
7300,495,1,1,0.96
10000,495,0.99,1,1
730,496,0,0,0
1000,496,0,0,0
1825,496,1,0,0
3650,496,1,0.34,0
5000,496,1,1,0
7300,496,0.010000000000000009,1,0.6
10000,496,0,0.51,0.85
730,497,0,0,0
1000,497,0,0,0
1825,497,0,0,0
3650,497,0,0,0
5000,497,0,0,0
7300,497,1,0,0
10000,497,1,0,0
730,498,1,0,0
1000,498,1,0,0
1825,498,1,0.95,0
3650,498,0,0.99,0.93
5000,498,0,0.13,0.71
7300,498,0,0,0.010000000000000009
10000,498,0,0,0
730,499,1,0,0
1000,499,1,0,0
1825,499,1,0.87,0
3650,499,1,1,0.89
5000,499,1,1,1
7300,499,1,1,1
10000,499,0.06000000000000005,0.98,1
730,500,1,0,0
1000,500,1,0.92,0
1825,500,1,1,0.53
3650,500,1,1,1
5000,500,0.88,1,1
7300,500,0,1,1
10000,500,0,0.92,0.95
730,501,1,0.23,0
1000,501,1,1,0
1825,501,1,1,1
3650,501,0,0.14,0.45999999999999996
5000,501,0,0,0
7300,501,0,0,0
10000,501,0,0,0
730,502,0,0,0
1000,502,0,0,0
1825,502,1,0,0
3650,502,1,1,0
5000,502,0.31999999999999995,1,0
7300,502,0,0.55,0.81
10000,502,0,0,0.28
730,503,0,0,0
1000,503,0,0,0
1825,503,0.97,0,0
3650,503,1,0,0
5000,503,1,0.95,0
7300,503,0.84,1,0.07
10000,503,0.010000000000000009,1,0.79
730,504,0,0,0
1000,504,0,0,0
1825,504,0,0,0
3650,504,1,0,0
5000,504,1,0,0
7300,504,1,0.99,0
10000,504,0.28,1,0.03
730,505,0,0,0
1000,505,0.67,0,0
1825,505,1,0,0
3650,505,0.99,0.83,0
5000,505,0.63,0.98,0.07
7300,505,0.07999999999999996,1,0.3
10000,505,0,1,0.51
730,506,0,0,0
1000,506,0.02,0,0
1825,506,1,0,0
3650,506,1,0.99,0
5000,506,1,1,0.02
7300,506,0.78,0.99,0.94
10000,506,0,0.97,0.99
730,507,1,0.97,0
1000,507,0.98,1,0
1825,507,0,0.15000000000000002,0.69
3650,507,0,0,0
5000,507,0,0,0
7300,507,0,0,0
10000,507,0,0,0
730,508,0.02,0,0
1000,508,1,0,0
1825,508,1,0,0
3650,508,1,1,0.03
5000,508,0.74,1,0.95
7300,508,0,0.86,0.99
10000,508,0,0.09999999999999998,0.31000000000000005
730,509,1,0,0
1000,509,1,0,0
1825,509,0.98,0.95,0
3650,509,0,0.79,0.6699999999999999
5000,509,0,0.06999999999999995,0.45999999999999996
7300,509,0,0,0.010000000000000009
10000,509,0,0,0
730,510,0,0,0
1000,510,0,0,0
1825,510,0,0,0
3650,510,0,0,0
5000,510,0.93,0,0
7300,510,1,0,0
10000,510,1,0,0
730,511,0,0,0
1000,511,0,0,0
1825,511,0.01,0,0
3650,511,1,0,0
5000,511,1,0,0
7300,511,1,0.99,0
10000,511,1,1,0.01
730,512,0,0,0
1000,512,0,0,0
1825,512,0,0,0
3650,512,0,0,0
5000,512,0,0,0
7300,512,0.83,0,0
10000,512,1,0,0
730,513,1,0,0
1000,513,1,0.11,0
1825,513,1,1,0.02
3650,513,1,1,1
5000,513,0.07999999999999996,0.98,0.99
7300,513,0,0.30000000000000004,0.5700000000000001
10000,513,0,0,0.010000000000000009
730,514,0,0,0
1000,514,0.08,0,0
1825,514,1,0,0
3650,514,1,1,0
5000,514,1,1,0.19
7300,514,0,1,0.97
10000,514,0,0.32999999999999996,0.83
730,515,0,0,0
1000,515,0,0,0
1825,515,0,0,0
3650,515,1,0,0
5000,515,1,0,0
7300,515,0.98,0.98,0
10000,515,0,1,0
730,516,0,0,0
1000,516,0,0,0
1825,516,0.03,0,0
3650,516,1,0,0
5000,516,1,0.05,0
7300,516,0.84,0.99,0
10000,516,0.040000000000000036,1,0.12
730,517,1,0,0
1000,517,1,0,0
1825,517,1,0.86,0
3650,517,1,1,0.7
5000,517,1,1,1
7300,517,0.43999999999999995,1,1
10000,517,0,0.98,1
730,518,1,0,0
1000,518,1,0,0
1825,518,0.98,0.98,0
3650,518,0,1,0.68
5000,518,0,1,0.92
7300,518,0,0.75,0.9
10000,518,0,0.22999999999999998,0.53
730,519,0,0,0
1000,519,0,0,0
1825,519,0,0,0
3650,519,0,0,0
5000,519,0,0,0
7300,519,0,0,0
10000,519,0.06,0,0
730,520,0,0,0
1000,520,0.69,0,0
1825,520,1,0,0
3650,520,1,1,0
5000,520,0.030000000000000027,0.99,0.57
7300,520,0,0.17000000000000004,0.6799999999999999
10000,520,0,0,0.010000000000000009
730,521,0,0,0
1000,521,0,0,0
1825,521,0.61,0,0
3650,521,1,0,0
5000,521,1,0.9,0
7300,521,0.10999999999999999,1,0
10000,521,0,0.51,0.74
730,522,1,0,0
1000,522,1,0.98,0
1825,522,0.08999999999999997,0.99,0.61
3650,522,0,0.06000000000000005,0.36
5000,522,0,0,0.010000000000000009
7300,522,0,0,0
10000,522,0,0,0
730,523,0,0,0
1000,523,0,0,0
1825,523,0.02,0,0
3650,523,1,0,0
5000,523,1,0,0
7300,523,1,1,0
10000,523,0.49,1,0.41
730,524,0,0,0
1000,524,0,0,0
1825,524,1,0,0
3650,524,1,0.03,0
5000,524,1,1,0
7300,524,0.06000000000000005,1,0.22
10000,524,0,0.9299999999999999,0.79
730,525,1,0,0
1000,525,1,0,0
1825,525,1,1,0
3650,525,0,0.75,0.98
5000,525,0,0,0.17000000000000004
7300,525,0,0,0
10000,525,0,0,0
730,526,1,0.36,0
1000,526,0.47,1,0
1825,526,0,0.12,0.54
3650,526,0,0,0
5000,526,0,0,0
7300,526,0,0,0
10000,526,0,0,0
730,527,1,0,0
1000,527,1,0,0
1825,527,0.99,1,0
3650,527,0,0.050000000000000044,0.62
5000,527,0,0,0.050000000000000044
7300,527,0,0,0
10000,527,0,0,0
730,528,NA,NA,NA
1000,528,NA,NA,NA
1825,528,NA,NA,NA
3650,528,NA,NA,NA
5000,528,NA,NA,NA
7300,528,NA,NA,NA
10000,528,NA,NA,NA
730,529,1,0,0
1000,529,1,0,0
1825,529,1,0.99,0
3650,529,1,1,0.94
5000,529,0.5700000000000001,1,0.99
7300,529,0,0.97,0.99
10000,529,0,0.33999999999999997,0.54
730,530,0,0,0
1000,530,0,0,0
1825,530,1,0,0
3650,530,1,1,0
5000,530,0.85,1,0.01
7300,530,0,0.91,0.95
10000,530,0,0.06000000000000005,0.6
730,531,0,0,0
1000,531,0.01,0,0
1825,531,1,0,0
3650,531,1,0.99,0
5000,531,1,1,0.03
7300,531,1,1,0.74
10000,531,0.96,1,0.99
730,532,0,0,0
1000,532,0,0,0
1825,532,0,0,0
3650,532,1,0,0
5000,532,1,0,0
7300,532,1,1,0
10000,532,1,1,0.01
730,533,1,0,0
1000,533,1,0.21,0
1825,533,0,0.75,0.18
3650,533,0,0,0
5000,533,0,0,0
7300,533,0,0,0
10000,533,0,0,0
730,534,0,0,0
1000,534,0,0,0
1825,534,0,0,0
3650,534,0.91,0,0
5000,534,1,0,0
7300,534,1,0,0
10000,534,1,0.92,0
730,535,NA,NA,NA
1000,535,NA,NA,NA
1825,535,NA,NA,NA
3650,535,NA,NA,NA
5000,535,NA,NA,NA
7300,535,NA,NA,NA
10000,535,NA,NA,NA
730,536,0,0,0
1000,536,0,0,0
1825,536,1,0,0
3650,536,1,0,0
5000,536,1,1,0
7300,536,0.020000000000000018,1,0.15
10000,536,0,0.47,0.8300000000000001
730,537,0,0,0
1000,537,0.59,0,0
1825,537,1,0,0
3650,537,1,0,0
5000,537,1,0.02,0
7300,537,1,0.56,0
10000,537,1,0.85,0
730,538,0,0,0
1000,538,0,0,0
1825,538,0,0,0
3650,538,0,0,0
5000,538,0.92,0,0
7300,538,1,0,0
10000,538,1,0,0
730,539,0,0,0
1000,539,0,0,0
1825,539,0,0,0
3650,539,0,0,0
5000,539,0,0,0
7300,539,0,0,0
10000,539,0.95,0,0
730,540,0.73,0,0
1000,540,1,0,0
1825,540,1,0.35,0
3650,540,0.38,0.99,0.39
5000,540,0,0.89,0.86
7300,540,0,0.16000000000000003,0.56
10000,540,0,0,0.06999999999999995
730,541,0,0,0
1000,541,0,0,0
1825,541,0.02,0,0
3650,541,1,0,0
5000,541,1,0,0
7300,541,1,1,0
10000,541,1,1,0.13
730,542,0,0,0
1000,542,0,0,0
1825,542,1,0,0
3650,542,1,0.13,0
5000,542,1,0.99,0
7300,542,0.33999999999999997,0.99,0.29
10000,542,0,0.98,0.87
730,543,0,0,0
1000,543,0,0,0
1825,543,0,0,0
3650,543,1,0,0
5000,543,1,0,0
7300,543,1,0.69,0
10000,543,0.6699999999999999,1,0
730,544,0,0,0
1000,544,0.06,0,0
1825,544,1,0,0
3650,544,1,1,0
5000,544,0.050000000000000044,1,0.19
7300,544,0,0.21999999999999997,0.6799999999999999
10000,544,0,0,0.06000000000000005
730,545,0.28,0,0
1000,545,0.92,0,0
1825,545,1,0,0
3650,545,0.98,0.54,0
5000,545,0.92,0.84,0.01
7300,545,0.43000000000000005,0.97,0.06
10000,545,0.17000000000000004,0.99,0.19
730,546,1,0,0
1000,546,1,0,0
1825,546,0.9,1,0
3650,546,0,0.06000000000000005,0.49
5000,546,0,0,0.010000000000000009
7300,546,0,0,0
10000,546,0,0,0
730,547,0,0,0
1000,547,0,0,0
1825,547,0,0,0
3650,547,1,0,0
5000,547,1,0,0
7300,547,1,0.01,0
10000,547,0.94,0.97,0
730,548,1,0,0
1000,548,1,0,0
1825,548,1,1,0
3650,548,0.65,1,0.99
5000,548,0,0.78,0.96
7300,548,0,0,0.020000000000000018
10000,548,0,0,0
730,549,0,0,0
1000,549,0,0,0
1825,549,0,0,0
3650,549,0,0,0
5000,549,0,0,0
7300,549,0.66,0,0
10000,549,1,0,0
730,550,0,0,0
1000,550,0,0,0
1825,550,0,0,0
3650,550,0.55,0,0
5000,550,1,0,0
7300,550,1,0,0
10000,550,1,0.49,0
730,551,0,0,0
1000,551,0,0,0
1825,551,0.57,0,0
3650,551,1,0,0
5000,551,1,0.79,0
7300,551,1,1,0
10000,551,0.06999999999999995,0.99,0.74
730,552,0,0,0
1000,552,1,0,0
1825,552,1,0,0
3650,552,0.29000000000000004,1,0.049999999999999996
5000,552,0,0.75,0.9299999999999999
7300,552,0,0,0.10999999999999999
10000,552,0,0,0
730,553,0.81,0,0
1000,553,1,0,0
1825,553,1,0.3,0
3650,553,0.77,1,0.61
5000,553,0,0.97,0.99
7300,553,0,0.020000000000000018,0.19999999999999996
10000,553,0,0,0
730,554,0,0,0
1000,554,0,0,0
1825,554,0,0,0
3650,554,1,0,0
5000,554,1,0,0
7300,554,1,0.32,0
10000,554,1,1,0
730,555,0,0,0
1000,555,0,0,0
1825,555,1,0,0
3650,555,1,0,0
5000,555,1,0.47,0
7300,555,1,1,0
10000,555,0.76,1,0.21
730,556,0,0,0
1000,556,0,0,0
1825,556,0,0,0
3650,556,1,0,0
5000,556,1,0,0
7300,556,1,0.86,0
10000,556,0.7,1,0.02
730,557,1,0,0
1000,557,1,0,0
1825,557,1,0.99,0
3650,557,0.010000000000000009,1,0.85
5000,557,0,0.38,0.83
7300,557,0,0,0.09999999999999998
10000,557,0,0,0
730,558,0,0,0
1000,558,0,0,0
1825,558,0,0,0
3650,558,0,0,0
5000,558,0,0,0
7300,558,0,0,0
10000,558,0,0,0
730,559,1,0,0
1000,559,1,0.13,0
1825,559,1,1,0.04
3650,559,0.27,1,1
5000,559,0,0.96,0.98
7300,559,0,0.18000000000000005,0.4
10000,559,0,0,0.020000000000000018
730,560,0,0,0
1000,560,0,0,0
1825,560,0,0,0
3650,560,0,0,0
5000,560,0.52,0,0
7300,560,1,0,0
10000,560,1,0,0
730,561,0,0,0
1000,561,0,0,0
1825,561,0,0,0
3650,561,1,0,0
5000,561,1,0,0
7300,561,1,0.58,0
10000,561,1,1,0
730,562,0,0,0
1000,562,0,0,0
1825,562,0,0,0
3650,562,1,0,0
5000,562,1,0,0
7300,562,1,0.99,0
10000,562,1,1,0.08
730,563,0,0,0
1000,563,0,0,0
1825,563,1,0,0
3650,563,1,0.01,0
5000,563,1,0.91,0
7300,563,1,1,0.07
10000,563,0.33999999999999997,1,0.73
730,564,0,0,0
1000,564,0,0,0
1825,564,0,0,0
3650,564,0,0,0
5000,564,0,0,0
7300,564,0,0,0
10000,564,0,0,0
730,565,1,0,0
1000,565,1,0,0
1825,565,1,1,0
3650,565,0.22999999999999998,1,0.98
5000,565,0,0.94,0.99
7300,565,0,0.08999999999999997,0.31000000000000005
10000,565,0,0,0.010000000000000009
730,566,0,0,0
1000,566,0,0,0
1825,566,0,0,0
3650,566,0,0,0
5000,566,0,0,0
7300,566,0.95,0,0
10000,566,1,0,0
730,567,0.92,0,0
1000,567,1,0,0
1825,567,1,0.74,0
3650,567,0,0.9,0.7999999999999999
5000,567,0,0.020000000000000018,0.41000000000000003
7300,567,0,0,0
10000,567,0,0,0
730,568,0.01,0,0
1000,568,1,0,0
1825,568,1,0,0
3650,568,0.64,1,0.06
5000,568,0,1,0.7
7300,568,0,0.22999999999999998,0.62
10000,568,0,0.020000000000000018,0.06999999999999995
730,569,0,0,0
1000,569,0,0,0
1825,569,0,0,0
3650,569,0,0,0
5000,569,0.26,0,0
7300,569,1,0,0
10000,569,1,0,0
730,570,0,0,0
1000,570,0,0,0
1825,570,0,0,0
3650,570,0.42,0,0
5000,570,1,0,0
7300,570,1,0,0
10000,570,1,0,0
730,571,1,0,0
1000,571,1,0,0
1825,571,1,1,0
3650,571,0,0.94,0.98
5000,571,0,0.10999999999999999,0.51
7300,571,0,0,0.010000000000000009
10000,571,0,0,0
730,572,1,0,0
1000,572,1,0,0
1825,572,0.86,1,0
3650,572,0,0,0.21999999999999997
5000,572,0,0,0
7300,572,0,0,0
10000,572,0,0,0
730,573,0,0,0
1000,573,0,0,0
1825,573,0,0,0
3650,573,0.96,0,0
5000,573,1,0,0
7300,573,1,0,0
10000,573,1,0.71,0
730,574,0,0,0
1000,574,0,0,0
1825,574,0,0,0
3650,574,1,0,0
5000,574,1,0,0
7300,574,1,0,0
10000,574,1,0.98,0
730,575,0,0,0
1000,575,0,0,0
1825,575,0,0,0
3650,575,0,0,0
5000,575,0,0,0
7300,575,0.77,0,0
10000,575,1,0,0
730,576,0,0,0
1000,576,0,0,0
1825,576,0.96,0,0
3650,576,1,0,0
5000,576,1,0.97,0
7300,576,0.4,1,0.04
10000,576,0,0.79,0.91
730,577,0,0,0
1000,577,0,0,0
1825,577,0,0,0
3650,577,1,0,0
5000,577,1,0,0
7300,577,0.81,1,0
10000,577,0,0.95,0.36
730,578,0,0.99,0.42
1000,578,0,0.21999999999999997,0.79
1825,578,0,0,0
3650,578,0,0,0
5000,578,0,0,0
7300,578,0,0,0
10000,578,0,0,0
730,579,0,0,0
1000,579,0,0,0
1825,579,0,0,0
3650,579,1,0,0
5000,579,1,0,0
7300,579,1,0.24,0
10000,579,1,1,0
730,580,0,0,0
1000,580,0,0,0
1825,580,0.62,0,0
3650,580,1,0,0
5000,580,1,0.12,0
7300,580,0.97,0.79,0
10000,580,0.5900000000000001,0.99,0.06
730,581,0,0,0
1000,581,0,0,0
1825,581,0,0,0
3650,581,1,0,0
5000,581,1,0,0
7300,581,0.88,1,0
10000,581,0.020000000000000018,1,0.05
730,582,0,0,0
1000,582,0,0,0
1825,582,0.56,0,0
3650,582,1,0,0
5000,582,1,0.3,0
7300,582,1,1,0
10000,582,0.89,1,0.21
730,583,0.25,1,0.31
1000,583,0,0.55,0.94
1825,583,0,0,0
3650,583,0,0,0
5000,583,0,0,0
7300,583,0,0,0
10000,583,0,0,0
730,584,0,0,0
1000,584,0.6,0,0
1825,584,1,0,0
3650,584,1,1,0
5000,584,0.020000000000000018,1,0.58
7300,584,0,0.06999999999999995,0.6
10000,584,0,0,0.020000000000000018
730,585,0,0,0
1000,585,0,0,0
1825,585,0,0,0
3650,585,1,0,0
5000,585,1,0,0
7300,585,1,0,0
10000,585,1,0.25,0
730,586,0,0,0
1000,586,0,0,0
1825,586,0,0,0
3650,586,0,0,0
5000,586,0,0,0
7300,586,0.04,0,0
10000,586,1,0,0
730,587,1,0,0
1000,587,1,0,0
1825,587,1,1,0
3650,587,0.97,1,1
5000,587,0,0.98,1
7300,587,0,0.040000000000000036,0.20999999999999996
10000,587,0,0,0
730,588,0,0,0
1000,588,0,0,0
1825,588,0,0,0
3650,588,0,0,0
5000,588,0,0,0
7300,588,0.03,0,0
10000,588,1,0,0
730,589,1,1,0
1000,589,0.6799999999999999,0.99,0.12
1825,589,0,0.040000000000000036,0.43999999999999995
3650,589,0,0,0
5000,589,0,0,0
7300,589,0,0,0
10000,589,0,0,0
730,590,0,0,0
1000,590,0,0,0
1825,590,0,0,0
3650,590,1,0,0
5000,590,1,0,0
7300,590,1,0.82,0
10000,590,0.99,0.99,0.01
730,591,0,0,0
1000,591,0,0,0
1825,591,1,0,0
3650,591,1,0,0
5000,591,1,1,0
7300,591,0.9,1,0.16
10000,591,0,0.97,0.96
730,592,1,0,0
1000,592,1,0,0
1825,592,0.9,1,0.03
3650,592,0,0.010000000000000009,0.42000000000000004
5000,592,0,0,0
7300,592,0,0,0
10000,592,0,0,0
730,593,0,0,0
1000,593,0.92,0,0
1825,593,1,0,0
3650,593,1,1,0
5000,593,1,1,0.48
7300,593,0.12,0.99,1
10000,593,0,0.73,0.98
730,594,0,0,0
1000,594,0,0,0
1825,594,1,0,0
3650,594,1,0.06,0
5000,594,1,1,0
7300,594,1,1,0.29
10000,594,1,1,0.94
730,595,0,0,0
1000,595,0,0,0
1825,595,0,0,0
3650,595,0,0,0
5000,595,0.99,0,0
7300,595,1,0,0
10000,595,1,0,0
730,596,0,0,0
1000,596,0.63,0,0
1825,596,1,0,0
3650,596,1,1,0
5000,596,1,1,0.17
7300,596,1,1,0.98
10000,596,1,1,1
730,597,0,0,0
1000,597,0,0,0
1825,597,0.02,0,0
3650,597,1,0,0
5000,597,1,0,0
7300,597,0.84,0.8,0
10000,597,0.31000000000000005,0.95,0.02
730,598,0.77,0,0
1000,598,1,0,0
1825,598,1,0,0
3650,598,1,1,0
5000,598,1,1,0.92
7300,598,0.99,1,1
10000,598,0,0.99,1
730,599,0,0,0
1000,599,0,0,0
1825,599,0,0,0
3650,599,1,0,0
5000,599,1,0,0
7300,599,1,0.64,0
10000,599,1,1,0
730,600,0,0,0
1000,600,0,0,0
1825,600,0.99,0,0
3650,600,1,0,0
5000,600,1,0.98,0
7300,600,1,1,0.04
10000,600,0.61,1,0.77
730,601,1,0,0
1000,601,1,0,0
1825,601,1,0.2,0
3650,601,1,1,0.31
5000,601,1,1,0.97
7300,601,1,1,1
10000,601,1,1,1
730,602,0,0,0
1000,602,0,0,0
1825,602,0,0,0
3650,602,1,0,0
5000,602,1,0,0
7300,602,1,0.91,0
10000,602,1,1,0.01
730,603,0,0,0
1000,603,0,0,0
1825,603,0,0,0
3650,603,0,0,0
5000,603,0,0,0
7300,603,0.2,0,0
10000,603,1,0,0
730,604,0,0,0
1000,604,1,0,0
1825,604,1,0,0
3650,604,1,1,0
5000,604,0.020000000000000018,1,0.95
7300,604,0,0.09999999999999998,0.6799999999999999
10000,604,0,0,0.010000000000000009
730,605,0,0,0
1000,605,0,0,0
1825,605,0,0,0
3650,605,0.92,0,0
5000,605,1,0,0
7300,605,1,0,0
10000,605,1,0.46,0
730,606,1,1,0.99
1000,606,1,1,1
1825,606,1,1,1
3650,606,0,0.96,0.96
5000,606,0,0.20999999999999996,0.32999999999999996
7300,606,0,0.010000000000000009,0.010000000000000009
10000,606,0,0,0
730,607,1,0,0
1000,607,1,0,0
1825,607,0.31999999999999995,1,0
3650,607,0,0,0.06999999999999995
5000,607,0,0,0
7300,607,0,0,0
10000,607,0,0,0
730,608,0,0,0
1000,608,0,0,0
1825,608,0,0,0
3650,608,0,0,0
5000,608,0,0,0
7300,608,0,0,0
10000,608,1,0,0
730,609,0,0,0
1000,609,0,0,0
1825,609,1,0,0
3650,609,1,0.98,0
5000,609,0.86,1,0
7300,609,0,1,0.83
10000,609,0,0.26,0.69
730,610,0,0,0
1000,610,0,0,0
1825,610,0.93,0,0
3650,610,1,0,0
5000,610,1,0.69,0
7300,610,1,1,0
10000,610,1,1,0.71
730,611,0,0,0
1000,611,0,0,0
1825,611,0,0,0
3650,611,0,0,0
5000,611,0,0,0
7300,611,1,0,0
10000,611,1,0,0
730,612,0,0,0
1000,612,0,0,0
1825,612,0,0,0
3650,612,1,0,0
5000,612,1,0,0
7300,612,1,0.99,0
10000,612,1,1,0.06
730,613,0.18,0,0
1000,613,1,0,0
1825,613,1,0.01,0
3650,613,0.07999999999999996,1,0.08
5000,613,0,0.91,0.61
7300,613,0,0.10999999999999999,0.59
10000,613,0,0.020000000000000018,0.14
730,614,0,0,0
1000,614,0,0,0
1825,614,0.02,0,0
3650,614,1,0,0
5000,614,1,0,0
7300,614,0.99,0.97,0
10000,614,0.32999999999999996,1,0.13
730,615,0,0,0
1000,615,0,0,0
1825,615,0,0,0
3650,615,1,0,0
5000,615,1,0,0
7300,615,1,0.04,0
10000,615,1,0.75,0
730,616,0,0,0
1000,616,0,0,0
1825,616,0,0,0
3650,616,1,0,0
5000,616,1,0,0
7300,616,1,0.23,0
10000,616,1,1,0
730,617,0.99,0,0
1000,617,1,0,0
1825,617,1,0.86,0
3650,617,0,0.43000000000000005,0.73
5000,617,0,0.010000000000000009,0.22999999999999998
7300,617,0,0,0
10000,617,0,0,0
730,618,0,0,0
1000,618,0,0,0
1825,618,0,0,0
3650,618,1,0,0
5000,618,1,0,0
7300,618,0.6,1,0
10000,618,0,0.9299999999999999,0.1
730,619,1,0,0
1000,619,1,0,0
1825,619,1,0.96,0
3650,619,0.08999999999999997,1,0.81
5000,619,0,0.81,0.96
7300,619,0,0.030000000000000027,0.18000000000000005
10000,619,0,0,0
730,620,0,0,0
1000,620,0.92,0,0
1825,620,1,0,0
3650,620,0.44999999999999996,1,0
5000,620,0,0.98,0.64
7300,620,0,0.07999999999999996,0.51
10000,620,0,0,0.06999999999999995
730,621,1,0,0
1000,621,1,0,0
1825,621,0.19999999999999996,1,0
3650,621,0,0,0.14
5000,621,0,0,0
7300,621,0,0,0
10000,621,0,0,0
730,622,0,0,0
1000,622,0,0,0
1825,622,0,0,0
3650,622,0.04,0,0
